Foundation EIN,Foundation name,Foundation city,Foundation state,Foundation county,Foundation.Year formed,Foundation.Most recent tax filings,"Foundation.NTEE code, primary","Foundation.NAICS code, primary",Foundation.Total revenues,Foundation.Total liabilities,Foundation revenues,Foundation assets,Foundation Grant geographic focus,Foundation Total num. grants made,Grant recipient EIN,Grant recipient name,Grant amounts,Fiscal year when grants made,Recipient.Street address,Recipient.City,Recipient.Zip code,Recipient.County,Recipient.Year formed,Recipient.Most recent tax filings,"Recipient.NTEE code, primary","Recipient.NAICS code, primary",Recipient.Has full-time employees,Recipient.Has endowment support,Recipient.Federal funding types,Recipient.Total assets,Recipient.Total revenues,Recipient.Total liabilities,Recipient.Total expenses,Recipient.Number of grants made,Recipient.Median grant amount
95-4827391,The Castle Foundation,"Rancho Mirage, California",CA,"Riverside County, California",2001,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,30838,5601,30838,758097,Metro,4,95-3385354,Living Desert,10000,12/1/2023,47-900 Portola Ave,Palm Desert,92260,"Riverside County, California",1970,6/1/2024,C60: Environmental Education,"813312: Environment, Conservation, and Wildlife Organizations",Yes,Yes,Project grant; Grant; Cooperative agreement; Sub-grant,156168736,41500614,3598194,25539071,7,10000
95-4827391,The Castle Foundation,"Rancho Mirage, California",CA,"Riverside County, California",2001,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,30838,5601,30838,758097,Metro,4,95-2834871,Friends of the Cultural Center,10000,12/1/2023,73000 Fred Waring Dr,Palm Desert,92260,"Riverside County, California",1973,7/1/2024,A61: Performing Arts Centers,711110: Theater Companies and Dinner Theaters,Yes,Yes,,62867475,23336190,12980283,18829170,,
06-1498082,Rights Education Adoption and Protection for Animal Welfare,"Palm Desert, California",CA,"Riverside County, California",1997,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,87138,8663,87138,1839218,National,35,95-3622332,The Joslyn Center,10000,12/1/2023,73750 Catalina Way,Palm Desert,92260,"Riverside County, California",1981,6/1/2024,P81: Senior Centers and Services,624120: Services for the Elderly and People with Disabilities,Yes,No,Formula grant; Grant; Sub-grant,2913281,1820101,90775,1474340,,
95-6130458,Eisenhower Medical Center,"Rancho Mirage, California",CA,"Riverside County, California",1966,6/1/2024,"E22: Hospital, General",622: Hospitals,1385478306,635850647,1385478306,1647706542,Metro,32,95-3171867,Animal Samaritans,10000,6/1/2023,72120 Petland Pl,Thousand Palms,92276,"Riverside County, California",1978,12/1/2023,D20: Animal Protection and Welfare,"813312: Environment, Conservation, and Wildlife Organizations",Yes,Yes,,8452315,10226607,368389,10006066,,
95-6130458,Eisenhower Medical Center,"Rancho Mirage, California",CA,"Riverside County, California",1966,6/1/2024,"E22: Hospital, General",622: Hospitals,1385478306,635850647,1385478306,1647706542,Metro,32,95-3171867,Animal Samaritans,10000,6/1/2024,72120 Petland Pl,Thousand Palms,92276,"Riverside County, California",1978,12/1/2023,D20: Animal Protection and Welfare,"813312: Environment, Conservation, and Wildlife Organizations",Yes,Yes,,8452315,10226607,368389,10006066,,
95-6130458,Eisenhower Medical Center,"Rancho Mirage, California",CA,"Riverside County, California",1966,6/1/2024,"E22: Hospital, General",622: Hospitals,1385478306,635850647,1385478306,1647706542,Metro,32,95-2834871,Friends of the Cultural Center,10000,6/1/2024,73000 Fred Waring Dr,Palm Desert,92260,"Riverside County, California",1973,7/1/2024,A61: Performing Arts Centers,711110: Theater Companies and Dinner Theaters,Yes,Yes,,62867475,23336190,12980283,18829170,,
95-6130458,Eisenhower Medical Center,"Rancho Mirage, California",CA,"Riverside County, California",1966,6/1/2024,"E22: Hospital, General",622: Hospitals,1385478306,635850647,1385478306,1647706542,Metro,32,33-0025613,Virginia Waring International Piano Competition,10000,6/1/2024,1276 N Palm Canyon Dr Ste 210,Palm Springs,92262,"Riverside County, California",1982,6/1/2024,A68: Music,711130: Musical Groups and Artists,Yes,No,,966804,836992,2958,322758,,
95-6130458,Eisenhower Medical Center,"Rancho Mirage, California",CA,"Riverside County, California",1966,6/1/2024,"E22: Hospital, General",622: Hospitals,1385478306,635850647,1385478306,1647706542,Metro,32,20-5377872,Bighorn Golf Club Charities,10000,6/1/2024,255 Palowet Dr,Palm Desert,92260,"Riverside County, California",2006,12/1/2024,N6A: Golf,713910: Golf Courses and Country Clubs,No,No,,4249567,1709149,194561,1981055,62,0
95-6130458,Eisenhower Medical Center,"Rancho Mirage, California",CA,"Riverside County, California",1966,6/1/2024,"E22: Hospital, General",622: Hospitals,1385478306,635850647,1385478306,1647706542,Metro,32,02-0607200,Palm Springs Modern Committee,10000,6/1/2024,PO Box 4738,Palm Springs,92263,"Riverside County, California",2002,6/1/2025,"A80: Historical Societies, Historical Preservation","7121: Museums, Historical Sites, and Similar Institutions",No,No,,210635,322975,0,301769,12,5000
95-6130458,Eisenhower Medical Center,"Rancho Mirage, California",CA,"Riverside County, California",1966,6/1/2024,"E22: Hospital, General",622: Hospitals,1385478306,635850647,1385478306,1647706542,Metro,32,81-1104113,The L-Fund,10000,6/1/2023,PO Box 362,Palm Springs,92263,"Riverside County, California",2016,12/1/2023,P60: Emergency Assistance,813410: Civic and Social Organizations,No,No,,388596,177839,0,150613,,
93-0698411,The Coeta and Donald Barker Foundation,"Rancho Mirage, California",CA,"Riverside County, California",1978,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1028765,43296,1028765,18670042,State,79,33-0716569,Desert Forum,10000,11/1/2024,78365 Hwy 111 398 C,La Quinta,92253,"Riverside County, California",1996,6/1/2024,B03: Education Professional Societies and Associations,"7113: Promoters of Performing Arts, Sports, and Similar Events",Yes,No,,2935601,1576962,1095946,1553888,1,15000
93-0698411,The Coeta and Donald Barker Foundation,"Rancho Mirage, California",CA,"Riverside County, California",1978,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1028765,43296,1028765,18670042,State,79,23-7292226,Assistance League Coachella Valley,10000,11/1/2023,PO Box 3056,Rancho Mirage,92270,"Riverside County, California",1973,5/1/2024,P20: Human Service Organizations,813410: Civic and Social Organizations,No,No,,1093879,514995,45303,477901,,
93-0698411,The Coeta and Donald Barker Foundation,"Rancho Mirage, California",CA,"Riverside County, California",1978,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1028765,43296,1028765,18670042,State,79,23-7292226,Assistance League Coachella Valley,10000,11/1/2024,PO Box 3056,Rancho Mirage,92270,"Riverside County, California",1973,5/1/2024,P20: Human Service Organizations,813410: Civic and Social Organizations,No,No,,1093879,514995,45303,477901,,
93-0698411,The Coeta and Donald Barker Foundation,"Rancho Mirage, California",CA,"Riverside County, California",1978,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1028765,43296,1028765,18670042,State,79,33-0071613,John F Kennedy Memorial Foundation,10000,11/1/2024,73-555 San Gorgonio Way,Palm Desert,92260,"Riverside County, California",1984,6/1/2024,"T00: Philanthropy, Voluntarism, and Grantmaking Foundations: General",624110: Child and Youth Services,Yes,No,Formula grant; Grant; Sub-grant,1233569,1441017,149220,1283088,,
93-0698411,The Coeta and Donald Barker Foundation,"Rancho Mirage, California",CA,"Riverside County, California",1978,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1028765,43296,1028765,18670042,State,79,33-0123234,General Patton Memorial,10000,11/1/2023,62-510 Chiriaco Rd,Chiriaco Summit,92201,"Riverside County, California",1985,12/1/2023,A54: History Museums,"7121: Museums, Historical Sites, and Similar Institutions",Yes,No,,1448172,190004,130693,267324,1,6847
93-0698411,The Coeta and Donald Barker Foundation,"Rancho Mirage, California",CA,"Riverside County, California",1978,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1028765,43296,1028765,18670042,State,79,33-0683335,Big Brothers Big Sisters of the Desert,10000,11/1/2023,42-600 Cook St 110,Palm Desert,92211,"Riverside County, California",1995,6/1/2024,"O30: Adult, Child Matching Programs",624110: Child and Youth Services,Yes,Yes,,442357,423000,190937,541970,,
81-0883211,The Leland and Julia Scheu Family Foundation,"Upland, California",CA,"San Bernardino County, California",2016,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,1418528,0,1418528,2712159,State,8,95-3385354,Living Desert,10000,12/1/2023,47-900 Portola Ave,Palm Desert,92260,"Riverside County, California",1970,6/1/2024,C60: Environmental Education,"813312: Environment, Conservation, and Wildlife Organizations",Yes,Yes,Project grant; Grant; Cooperative agreement; Sub-grant,156168736,41500614,3598194,25539071,7,10000
81-0883211,The Leland and Julia Scheu Family Foundation,"Upland, California",CA,"San Bernardino County, California",2016,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,1418528,0,1418528,2712159,State,8,33-0042666,San Antonio Hospital Foundation,10000,12/1/2023,999 San Bernardino Rd,Upland,91786,"San Bernardino County, California",1984,12/1/2023,T31: Community Foundations,813212: Health and Disease Research Fundraising Organizations,Yes,Yes,,55697881,4869384,2054880,1406619,1,319434
82-3656765,Lucy Perricone Family Foundation,"La Quinta, California",CA,"Riverside County, California",2018,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,376737,0,376737,1892646,Metro,24,95-3516461,Catholic Charities San Bernardino & Riverside Counties,10000,11/1/2023,1450 N D St,San Bernardino,92405,"San Bernardino County, California",1980,6/1/2024,P20: Human Service Organizations,62422: Community Housing Services,Yes,Yes,Cooperative agreement; Project grant; Sub-grant; Formula grant; Grant,11444537,6528787,703643,6684466,,
82-3656765,Lucy Perricone Family Foundation,"La Quinta, California",CA,"Riverside County, California",2018,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,376737,0,376737,1892646,Metro,24,95-3516461,Catholic Charities San Bernardino & Riverside Counties,10000,11/1/2024,1450 N D St,San Bernardino,92405,"San Bernardino County, California",1980,6/1/2024,P20: Human Service Organizations,62422: Community Housing Services,Yes,Yes,Cooperative agreement; Project grant; Sub-grant; Formula grant; Grant,11444537,6528787,703643,6684466,,
84-2411420,Impact Through Golf Foundation,"La Quinta, California",CA,"Riverside County, California",2019,6/1/2023,"N60: Amateur Sports Clubs, Leagues","7113: Promoters of Performing Arts, Sports, and Similar Events",11007920,3003738,11007920,3152786,Metro,34,95-3507225,Boys and Girls Club of Cathedral City,10000,6/1/2023,32141 Whispering Palms Trail,Cathedral City,92234,"Riverside County, California",1980,12/1/2023,"O20: Youth Centers, Boys and Girls Clubs",813410: Civic and Social Organizations,Yes,No,Project grant; Grant; Sub-grant,1429102,972360,528583,871412,,
84-2411420,Impact Through Golf Foundation,"La Quinta, California",CA,"Riverside County, California",2019,6/1/2023,"N60: Amateur Sports Clubs, Leagues","7113: Promoters of Performing Arts, Sports, and Similar Events",11007920,3003738,11007920,3152786,Metro,34,95-3507225,Boys and Girls Club of Cathedral City,10000,6/1/2023,32141 Whispering Palms Trail,Cathedral City,92234,"Riverside County, California",1980,12/1/2023,"O20: Youth Centers, Boys and Girls Clubs",813410: Civic and Social Organizations,Yes,No,Project grant; Grant; Sub-grant,1429102,972360,528583,871412,,
84-2411420,Impact Through Golf Foundation,"La Quinta, California",CA,"Riverside County, California",2019,6/1/2023,"N60: Amateur Sports Clubs, Leagues","7113: Promoters of Performing Arts, Sports, and Similar Events",11007920,3003738,11007920,3152786,Metro,34,26-3312826,Coachella Valley Volunteers in Medicine,10000,6/1/2023,PO Box 10090,Indio,92202,"Riverside County, California",2008,12/1/2023,"E32: Ambulatory Health Center, Community Clinic",621: Outpatient Health Care Practitioners and Facilities,Yes,No,,930213,995420,137076,1063236,,
84-2411420,Impact Through Golf Foundation,"La Quinta, California",CA,"Riverside County, California",2019,6/1/2023,"N60: Amateur Sports Clubs, Leagues","7113: Promoters of Performing Arts, Sports, and Similar Events",11007920,3003738,11007920,3152786,Metro,34,26-3312826,Coachella Valley Volunteers in Medicine,10000,6/1/2023,PO Box 10090,Indio,92202,"Riverside County, California",2008,12/1/2023,"E32: Ambulatory Health Center, Community Clinic",621: Outpatient Health Care Practitioners and Facilities,Yes,No,,930213,995420,137076,1063236,,
84-2411420,Impact Through Golf Foundation,"La Quinta, California",CA,"Riverside County, California",2019,6/1/2023,"N60: Amateur Sports Clubs, Leagues","7113: Promoters of Performing Arts, Sports, and Similar Events",11007920,3003738,11007920,3152786,Metro,34,95-1957907,Boys & Girls Club of Palm Springs,10000,6/1/2023,450 S Sunrise Way,Palm Springs,92262,"Riverside County, California",1948,12/1/2023,"O20: Youth Centers, Boys and Girls Clubs",813410: Civic and Social Organizations,Yes,Yes,Block grant; Grant; Sub-grant,7961270,1732104,575636,1660351,1,167820
84-2411420,Impact Through Golf Foundation,"La Quinta, California",CA,"Riverside County, California",2019,6/1/2023,"N60: Amateur Sports Clubs, Leagues","7113: Promoters of Performing Arts, Sports, and Similar Events",11007920,3003738,11007920,3152786,Metro,34,95-1957907,Boys & Girls Club of Palm Springs,10000,6/1/2023,450 S Sunrise Way,Palm Springs,92262,"Riverside County, California",1948,12/1/2023,"O20: Youth Centers, Boys and Girls Clubs",813410: Civic and Social Organizations,Yes,Yes,Block grant; Grant; Sub-grant,7961270,1732104,575636,1660351,1,167820
84-2411420,Impact Through Golf Foundation,"La Quinta, California",CA,"Riverside County, California",2019,6/1/2023,"N60: Amateur Sports Clubs, Leagues","7113: Promoters of Performing Arts, Sports, and Similar Events",11007920,3003738,11007920,3152786,Metro,34,33-0683335,Big Brothers Big Sisters of the Desert,10000,6/1/2023,42-600 Cook St 110,Palm Desert,92211,"Riverside County, California",1995,6/1/2024,"O30: Adult, Child Matching Programs",624110: Child and Youth Services,Yes,Yes,,442357,423000,190937,541970,,
84-2411420,Impact Through Golf Foundation,"La Quinta, California",CA,"Riverside County, California",2019,6/1/2023,"N60: Amateur Sports Clubs, Leagues","7113: Promoters of Performing Arts, Sports, and Similar Events",11007920,3003738,11007920,3152786,Metro,34,33-0683335,Big Brothers Big Sisters of the Desert,10000,6/1/2023,42-600 Cook St 110,Palm Desert,92211,"Riverside County, California",1995,6/1/2024,"O30: Adult, Child Matching Programs",624110: Child and Youth Services,Yes,Yes,,442357,423000,190937,541970,,
84-2411420,Impact Through Golf Foundation,"La Quinta, California",CA,"Riverside County, California",2019,6/1/2023,"N60: Amateur Sports Clubs, Leagues","7113: Promoters of Performing Arts, Sports, and Similar Events",11007920,3003738,11007920,3152786,Metro,34,87-3707994,Hunter Lopez Memorial Foundation,10000,6/1/2023,PO Box 7144,La Quinta,92248,"Riverside County, California",2022,12/1/2023,P12: Human Services Fund Raising and Fund Distribution,,No,No,,,,,,,
84-2411420,Impact Through Golf Foundation,"La Quinta, California",CA,"Riverside County, California",2019,6/1/2023,"N60: Amateur Sports Clubs, Leagues","7113: Promoters of Performing Arts, Sports, and Similar Events",11007920,3003738,11007920,3152786,Metro,34,87-3707994,Hunter Lopez Memorial Foundation,10000,6/1/2023,PO Box 7144,La Quinta,92248,"Riverside County, California",2022,12/1/2023,P12: Human Services Fund Raising and Fund Distribution,,No,No,,,,,,,
95-3842968,La Quinta Arts Foundation,"Palm Desert, California",CA,"Riverside County, California",1982,6/1/2024,T21: Corporate foundations,"7113: Promoters of Performing Arts, Sports, and Similar Events",278030,20297,278030,8423195,Metro,4,83-1485698,Artists Council,10000,6/1/2024,72567 Hwy 111,Palm Desert,92260,"Riverside County, California",2018,6/1/2023,A90: Arts Service Organizations and Activities,813920: Professional Associations,Yes,No,,637572,800060,107276,372224,,
