EIN,Org name,Acronym,Website URL,Street address,City,Zip code,County,Year formed,Most recent tax filings,"NTEE code, primary","NAICS code, primary",California FTB status revoked,Has full-time employees,Has endowment support,Federal funding types,Total assets,Total revenues,Number of grants received,"Total grants, contributions, etc.: Percent of revenues",Total liabilities,Total expenses,Total general management expenses: Percent of expenses,Total program-related expenses: Percent of expenses,"All salaries, compensation, and employee benefits: Percent of expenses",Number of grants made,Median grant amount
82-3360758,King High Baseball Boosters,,,9301 Wood Rd,Riverside,92508,"Riverside County, California",2005,6/1/2024,"N63: Baseball, Softball",813410: Civic and Social Organizations,No,No,No,,42741,43824,0,21.90352318,0,33412,,57.43445469,31.42583503,,
26-1523235,Hoala Foundation for Education,,https://awakeningwisdom.org/,38304 Windingwalk Dr,Murrieta,92563,"Riverside County, California",2013,6/1/2024,B12: Education Fund Raising and Fund Distribution,813211: Grantmaking Foundations,No,No,No,,43130,122050,0,1.515772224,12149,117042,,69.90823807,72.98747458,,
27-4256513,John P Previti Memorial Foundation,,http://previtimemorialfoundation.org/,2151 E Convention Ctr Way Ste 222,Ontario,91764,"San Bernardino County, California",2011,6/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,No,No,No,,44171,0,0,0,0,192497,,,0,12,7035
93-1665274,One Valley Foundation,,,75702 Varner Rd,Palm Desert,92211,"Riverside County, California",2023,6/1/2024,"N60: Amateur Sports Clubs, Leagues",813212: Health and Disease Research Fundraising Organizations,No,No,No,,44187,661531,1,186.5199061,388854,965502,12.09236232,87.90763768,0,13,20000
90-0313885,Inland Empire Four-Wheelers Club,,https://www.ie4w.com/,PO Box 1243,Loma Linda,92354,"San Bernardino County, California",,6/1/2024,Z99: ,,No,No,No,,44463,1272,0,99.60691824,2224,6237,,0,0,,
95-6097947,Soroptimist International of the Americas - 114315 Riverside Ca,,https://www.goldenwestregion.org/content.aspx?sl=1525534946,PO Box 1631,Riverside,92502,"Riverside County, California",2002,6/1/2024,S80: Community Service Clubs,813410: Civic and Social Organizations,No,No,No,,45218,25712,0,46.60858743,0,27032,,87.74045576,0,,
81-2654660,Miss Fontana,,,8253 Sierra Ave Ste 101,Fontana,92335,"San Bernardino County, California",2017,6/1/2024,"A11: Arts, Culture and Humanities Single Organization Support","7113: Promoters of Performing Arts, Sports, and Similar Events",No,No,No,,45646,110588,1,100,7180,118720,,99.99747305,30.18278302,,
33-0193436,Hi-Desert Division 62 Cal Retired Teachers Association Scholarship Fund,,,3167 Saddleback Rd,Joshua Tree,92252,"San Bernardino County, California",1991,6/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,No,No,No,,46164,21851,1,92.44428173,0,2297,,,0,2,1000
26-2226760,Centennial High Sch Band Boosters,,,PO Box 78941,Corona,92881,"Riverside County, California",2008,6/1/2024,B80: Student Services and Organizations of Students,813410: Civic and Social Organizations,No,No,No,,47561,56990,0,26.33093525,0,40176,,84.99850657,0,,
33-0063242,California State PTA - Hermosa Elementary PTA,,,10133 Wilson Ave,Rancho Cucamonga,91737,"San Bernardino County, California",1943,6/1/2024,B94: Parent-Teacher Associations PTAs,813410: Civic and Social Organizations,No,No,No,,47713,72306,0,46.82875557,0,72328,,0,0,,
45-2860371,Feed My Sheep in the High Desert,,,15260 Nisqualli Rd,Victorville,92395,"San Bernardino County, California",2012,6/1/2024,"K30: Food Service, Free Food Distribution Programs",624210: Community Food Services,No,No,No,,47873,190760,0,55.07653596,5918,180269,,0.047151757,21.63211645,,
27-2275438,Western States Trucking Association Scholarship Awards Program,,https://westrk.org/,334 N Euclid Ave,Upland,91786,"San Bernardino County, California",2010,6/1/2024,B03: Education Professional Societies and Associations,813910: Trade Associations,No,No,No,,48794,1804,0,100,48794,11501,,0,0,,
38-4139752,Professional Tree Care Association,,,27537 Commerce Dr,Temecula,92590,"Riverside County, California",2020,6/1/2024,Y03: Mutual and Membership Benefit Professional Societies and Associations,813920: Professional Associations,Yes,No,No,,48846,88679,0,8.372895499,0,91408,,0,0,,
30-1190402,Ontario Professional Firefighters Foundation,,https://opff1430.org/,PO Box 1326,Ontario,91762,"San Bernardino County, California",2023,6/1/2024,"M24: Fire Prevention, Protection, Control",813211: Grantmaking Foundations,No,No,No,,49397,119807,1,99.99749597,0,136507,,18.78365212,0,,
95-6133182,Lions Clubs - 65579 4 L5 District,,http://www.district4l5.org/,22421 Barton Rd Ste 403,Grand Terrace,92313,"San Bernardino County, California",1966,6/1/2024,S80: Community Service Clubs,813410: Civic and Social Organizations,No,No,No,,49777,65616,0,99.99847598,0,47397,,84.79439627,0,,
33-0780039,Mesquite Trails Parent Club,,,13884 Mesquite,Oak Hills,92344,"San Bernardino County, California",2019,6/1/2024,B94: Parent-Teacher Associations PTAs,813410: Civic and Social Organizations,No,No,No,,49814,279,0,8.960573477,0,2248,,4104.403915,0,,
95-6099005,Rotary International - Corona Rotary Club,,http://coronarotary.org/,PO Box 6096,Corona,92878,"Riverside County, California",1923,6/1/2024,S80: Community Service Clubs,813410: Civic and Social Organizations,No,No,No,,49985,120546,0,21.94349045,1771,192577,33.3129086,66.6870914,0,,
33-0763298,The Coachella Valley Education Foundation,,,PO Box 847,Thermal,92274,"Riverside County, California",2002,6/1/2024,B84: Alumni Associations,813410: Civic and Social Organizations,No,No,No,,50690,1068,0,100,3350,24,0.6391911,0,0,,
33-0134643,Rotary Club of Rancho Mirage Foundation,,,PO Box 1041,Rancho Mirage,92270,"Riverside County, California",1986,6/1/2024,S80: Community Service Clubs,813410: Civic and Social Organizations,No,No,No,,50826,31774,0,100,0,24814,,12.23099863,0,,
68-0545160,Magnolia Junior High Parent Faculty Association,,,13150 Mountain Ave,Chino,91710,"San Bernardino County, California",2023,6/1/2024,B94: Parent-Teacher Associations PTAs,813920: Professional Associations,No,No,No,,54103,29387,0,10.07928676,0,18144,,96.23567019,0,,
92-0178428,Temecula Youth Basketball Leagues,,https://www.tybl.org/board,33175 Temecula Pkwy Ste A633,Temecula,92592,"Riverside County, California",2002,6/1/2024,"N60: Amateur Sports Clubs, Leagues","713990: Amateur Sports, Youth Sports, and Recreational Services",No,No,No,,55669,255863,0,0,36,244893,3.56808892,96.43191108,0,,
90-0104408,Integrated Learning Institute,,,41550 Eclectic St,Palm Desert,92260,"Riverside County, California",2003,6/1/2024,"B28: Special Education Institutions, Programs",6116: Other Schools and Instruction,No,Yes,No,,55848,128702,1,34.65369614,2600,183459,0.486757259,94.33933467,70.50894205,,
92-3496606,The Black Deaf Project,,https://www.blackdeafproject.com/,15549 Agate Dr,Fontana,92337,"San Bernardino County, California",2023,6/1/2024,B90: Educational Services,6116: Other Schools and Instruction,No,No,No,,55931,67019,1,93.67642012,64,13837,,38.49100238,0,,
81-0616352,Townsend Music Boosters,,,4195 Chino Hills Parkwaypmb 179,Chino Hills,91709,"San Bernardino County, California",2004,6/1/2024,A68: Music,813410: Civic and Social Organizations,No,No,No,,56595,64221,0,100,0,59558,,0,0,,
33-0103253,Yucca Valley Senior Citizens Club,,,57088 29 Palms Hwy,Yucca Valley,92284,"San Bernardino County, California",1990,6/1/2024,P81: Senior Centers and Services,624120: Services for the Elderly and People with Disabilities,No,No,No,,57152,32389,0,11.35879465,0,20758,,0,0,,
95-6096040,Soroptimist International of the Americas - 114306 Corona Ca,,http://sicorona.org/,PO Box 381,Corona,92878,"Riverside County, California",2002,6/1/2024,S80: Community Service Clubs,813410: Civic and Social Organizations,No,No,No,,57167,65413,2,91.79368016,0,73685,,68.1522698,0,,
33-0757914,Riverside Sunrise Rotary Foundation,,https://www.riversidesunriserotary.com/,PO Box 21155,Riverside,92516,"Riverside County, California",1999,6/1/2024,S80: Community Service Clubs,813410: Civic and Social Organizations,No,No,No,,58304,60115,0,103.1672627,0,71428,,0,0,,
95-6208091,California State PTA - Magnolia Elementary PTA,,,465 W 15th St,Upland,91786,"San Bernardino County, California",1967,6/1/2024,B94: Parent-Teacher Associations PTAs,813410: Civic and Social Organizations,Yes,No,No,,58717,51351,0,4.43029347,0,44725,,70.56232532,0,,
95-3685576,Inland Choral Music Education,,http://inlandmasterchorale.org/,PO Box 7727,Redlands,92375,"San Bernardino County, California",1982,6/1/2024,"A03: Arts, Culture and Humanities Professional Societies and Associations",711130: Musical Groups and Artists,No,No,No,,58754,98410,1,56.39569149,680,84401,,98.43603749,21.99263042,,
95-6133549,Lions Clubs - 2667 Palm Springs,,http://www.gpslionsclub.org/,PO Box 654,Palm Springs,92263,"Riverside County, California",1966,6/1/2024,S80: Community Service Clubs,813410: Civic and Social Organizations,No,No,No,,59172,27514,0,12.75714182,320,23059,,83.52053428,0,,
33-0787815,Needles Youth Development and Education Foundation,,,PO Box 47,Needles,92363,"San Bernardino County, California",1998,6/1/2024,O40: Scouting Organizations,813410: Civic and Social Organizations,No,No,No,,59283,24211,1,100,0,29801,,73.89349351,0,,
33-0862000,Inland Valley Symphony,,https://temeculavalleysymphony.org/,PO Box 637,Temecula,92593,"Riverside County, California",1995,6/1/2024,A69: Symphony Orchestras,711130: Musical Groups and Artists,No,No,No,,60134,158908,0,28.76255443,2952,176199,10.39314909,92.140137,10.90301307,,
83-4379826,Kids in Konflict,,,PO Box 20683 Ste Ca,Riverside,92516,"Riverside County, California",2019,6/1/2024,O00: Youth Development: General,624110: Child and Youth Services,No,No,No,,60457,361002,0,100,2068,298209,0,100,60.21448045,,
82-2020580,Rancho Cucamonga Cougar Boosters,,,11801 Lark Dr,Rancho Cucamonga,91701,"San Bernardino County, California",2017,6/1/2024,B94: Parent-Teacher Associations PTAs,813410: Civic and Social Organizations,No,No,No,,61345,117698,0,69.33507791,0,78151,,121.9267828,0,,
20-2828074,California State PTA - Highland Grove Elementary PTA,,,7700 Orange Steet,Highland,92346,"San Bernardino County, California",1943,6/1/2024,B94: Parent-Teacher Associations PTAs,813410: Civic and Social Organizations,No,No,No,,61761,48307,0,0,48154,48154,,100,0,,
33-0925733,American Federation Of Teachers - 6109 Menifee Council Of Classified,,,29775 Haun Rd,Menifee,92586,"Riverside County, California",1967,6/1/2024,"J40: Labor unions, organizations",813930: Labor Unions,No,No,No,,61781,144584,0,100,0,136998,,0,6.824917152,,
95-1481269,Rotary International - Palm Springs,,,PO Box 171,Palm Springs,92263,"Riverside County, California",1968,6/1/2024,S80: Community Service Clubs,813410: Civic and Social Organizations,No,No,No,,61871,37695,0,19.90449662,5714,39239,,21.40472489,0,,
95-2390657,Chaffey Community Art Association,,,217 S Lemon Ave,Ontario,91761,"San Bernardino County, California",1966,6/1/2024,"A40: Visual Art Organizations, Services","7121: Museums, Historical Sites, and Similar Institutions",No,No,No,,62340,81059,1,48.06005502,242,117783,,77.1384665,37.59031439,,
33-0856113,Social Lites Scholarship Fund,,,PO Box 7582,San Bernardino,92411,"San Bernardino County, California",1999,6/1/2024,"B82: Scholarships, Student Financial Aid Services",813211: Grantmaking Foundations,Yes,No,No,,62710,48837,0,99.92423777,23367,48464,,77.04481677,0,,
83-1598332,Allegiance Parents and Community for Kids,,https://the-allegiance-pack.square.site/,5862 C St,Chino,91710,"San Bernardino County, California",2018,6/1/2024,B94: Parent-Teacher Associations PTAs,813410: Civic and Social Organizations,No,No,No,,63137,75375,0,3.550248756,0,81553,,94.62312852,0,,
20-3037294,Riverside County Peace Officers Memorial Foundation,,,21810 Cactus Ave,March Air Reserve Base,92518,"Riverside County, California",2006,6/1/2024,"A80: Historical Societies, Historical Preservation",813211: Grantmaking Foundations,Yes,No,No,,63427,2500,0,100,0,1471,,99.93201903,0,,
33-0914378,Leadership Coachella Valley,,https://www.leadershipcv.org/,190 W Amado Rd,Palm Springs,92262,"Riverside County, California",2001,6/1/2024,B90: Educational Services,611430: Professional and Management Development Training,No,No,No,,64149,79040,0,17.71255061,3343,92868,,100.0010768,0,,
33-0910075,Cole Canyon Parent Teacher Club,,http://ww25.murrieta.k12ca.us/colecanyon?subid1=20250120-0106-05cd-aa43-88a89ad7c67d,23750 Via Alisol,Murrieta,92562,"Riverside County, California",2004,6/1/2024,B94: Parent-Teacher Associations PTAs,813410: Civic and Social Organizations,No,No,No,,64167,115985,0,1.970082338,0,133321,3.49157297,96.50842703,0,,
33-0862817,Yucaipa Youth Basketball League,,https://www.yucaipayouthbasketball.org/home,PO Box 31,Yucaipa,92399,"San Bernardino County, California",2000,6/1/2024,"N60: Amateur Sports Clubs, Leagues","713990: Amateur Sports, Youth Sports, and Recreational Services",No,No,No,,66517,108073,0,2.138369435,277,80666,,92.91771006,0,,
93-1154194,Rebuilding Together-Mountain Communities,,https://rebuildingtogethermountaincommunities.org/,PO Box 3540,Blue Jay,92317,"San Bernardino County, California",1996,6/1/2024,L80: Housing Support Services,62422: Community Housing Services,No,No,No,,68262,142391,1,99.75068649,0,209801,,100,0,,
33-0452962,Coachella Valley Watercolor Society,,,PO Box 565,Palm Desert,92261,"Riverside County, California",2006,6/1/2024,"A40: Visual Art Organizations, Services",711190: Other Performing Arts Companies,No,No,No,,68763,49394,0,16.919059,0,50575,,86.36282748,0,,
20-2549965,Sangha Wellness Foundation,,,6108 Mandarin Rd,Yucca Valley,92284,"San Bernardino County, California",2006,6/1/2024,X50: Buddhist,813110: Religious Organizations,No,No,No,,69190,137326,0,0,23963,92099,,0,0,,
33-0484340,Temecula Sunrise Rotary Foundation,,https://temeculasunriserotary.com/,PO Box 2203,Temecula,92593,"Riverside County, California",1992,6/1/2024,S80: Community Service Clubs,813410: Civic and Social Organizations,No,No,No,,69218,59859,0,59.10055297,0,60573,,53.89529989,0,,
33-0533986,Mountains Community Hospital Auxiliary,,https://www.mchcares.com/AUXILIARY/,PO Box 1493,Lake Arrowhead,92352,"San Bernardino County, California",1989,6/1/2024,"B83: Student Sororities, Fraternities",813410: Civic and Social Organizations,No,No,No,,69244,20463,1,103.6407174,153,24782,,84.73892341,0,,
77-0164884,California Irrigation Institute,,https://caii.org/,PO Box 5404,Blue Jay,92317,"San Bernardino County, California",1995,6/1/2024,C35: Energy Resource Conservation and Development,813920: Professional Associations,No,No,No,,71687,89773,0,50.84156706,0,71287,,98.6673587,0,,
33-0788050,Dream Builders Integrated,,http://dbiintl.org/,2664 Applewood Dr,Ontario,91761,"San Bernardino County, California",1999,6/1/2024,"O50: Youth Development Programs, Other",624110: Child and Youth Services,No,No,No,,71727,196085,0,100,0,247329,,100,13.86897614,,
93-0981911,Alert Users Group,,https://alertsystems.org/,PO Box 52678,Riverside,92517,"Riverside County, California",2005,6/1/2024,M40: Safety Education,813920: Professional Associations,No,No,No,,71905,91103,0,0,0,73826,,0,0,,
88-2295463,SHS BOSS Band Boosters,,https://bandsofsantiagosharks.org/,1395 E Foothill Pkwy,Corona,92881,"Riverside County, California",2021,6/1/2024,B94: Parent-Teacher Associations PTAs,813410: Civic and Social Organizations,No,No,No,,72398,231499,0,56.95920933,0,216350,3.694476543,96.30552346,36.33510515,,
46-5205916,Joey's Home Animal Rescue,,https://jharescue.com/,3805 Condalia Ave,Yucca Valley,92284,"San Bernardino County, California",2014,6/1/2024,D20: Animal Protection and Welfare,"813312: Environment, Conservation, and Wildlife Organizations",No,No,No,,72848,110780,1,99.98555696,0,61695,,181.0713996,0,,
33-0358983,Lucerne Valley Senior Citizens,,,PO Box 1825,Lucerne Valley,92356,"San Bernardino County, California",1994,6/1/2024,P81: Senior Centers and Services,624120: Services for the Elderly and People with Disabilities,No,No,No,,73998,104741,0,94.83965209,0,101644,,100,23.10318366,,
33-0947173,Rotary Club of Upland Foundation,,https://www.uplandrotary.org/,876 N Mountain Ave 105,Upland,91786,"San Bernardino County, California",2001,6/1/2024,S80: Community Service Clubs,813410: Civic and Social Organizations,No,No,No,,74434,53228,0,44.29811377,0,34788,,97.73772565,0,,
33-0888360,Cops for Kids,,https://copsforkidsinc.org/,333 Limited Ave,Lake Elsinore,92530,"Riverside County, California",1999,6/1/2024,P20: Human Service Organizations,813410: Civic and Social Organizations,No,No,No,,75224,30921,0,24.57876524,0,26131,0,83.26891432,0,,
33-0413984,California State PTA - Pepper Tree Elementary PTA,,,1045 W 18th St,Upland,91784,"San Bernardino County, California",1943,6/1/2024,B94: Parent-Teacher Associations PTAs,813410: Civic and Social Organizations,No,No,No,,75807,74076,0,96.5305902,0,52053,,0,0,,
74-3190728,Ronald Reagan Elementary Pto,,https://sites.google.com/site/ronaldreaganpto,39800 Liberty Dr,Palm Desert,92211,"Riverside County, California",2008,6/1/2024,B94: Parent-Teacher Associations PTAs,813410: Civic and Social Organizations,No,No,No,,75880,89138,3,0,11646,73804,4.141481979,100,0,,
33-0884023,Friends of the Indio Senior Center,,http://www.foisc.com/,PO Box 2077,Indio,92202,"Riverside County, California",2000,6/1/2024,P81: Senior Centers and Services,813410: Civic and Social Organizations,No,No,No,,76163,14451,0,54.68825687,274,10409,,89.08636757,0,,
